# ----------------------------------------,,,,,,,,,,
# Report CSV Export,,,,,,,,,,
# Account: mybroadline.com,,,,,Entrances,,,,,
# Property: www.mybrodline.com - GA4,,,,,4641,,,,,
# ----------------------------------------,,,,,,,,,,
# ,,,,,,,,,,
# Session medium exactly matches organic,,,,,,,,,,
# Start date: 20230524,,,,,,,,,,
# End date: 20231122,,,,,,,,,,
Session medium,Landing page + query string,Sessions,Engaged sessions,Average engagement time per session,Engaged sessions per user,Events per session,Engagement rate,Event count,Conversions,Total revenue
organic,/product/6eospgbk2/,1,0,0,0,3,0,3,0,0
organic,/product/7994-vacpan-installation-kit/,1,0,0,0,3,0,3,0,0
organic,/product/7996-gray-flex-hose-50/,1,0,0,0,3,0,3,0,0
organic,/product/7m-hdmi-cable-hs-w-eth-gl-18g-s7-dpl-cert/,1,0,0,0,3,0,3,0,0
organic,/product/8-port-rj-45-telecom-module/,1,0,0,0,3,0,3,0,0
organic,/product/8-way-telecom-module-idc-type-110-punchdown/,1,0,0,0,3,0,3,0,0
organic,/product/80206-15-spot-hose-chameleon-15-ft/,1,0,0,0,3,0,3,0,0
organic,/product/80280w-finish-kit-cham-valve-white/,1,1,0,1,5,1,5,0,0
organic,/product/80300-30-vroom-retract-vac-30-hose/,1,0,0,0,3,0,3,0,0
organic,/product/80315-60-hs-chameleon-rough-in-kit-hose-assy-w-sock-60-foot/,1,0,0,0,2,0,2,0,0
organic,/product/8325-univ-hs-prestige-pro-electric-kit-univ-hs/,1,0,0,0,3,0,3,0,0
organic,/product/8717-rhs-hp-dirt-devil-bare-floor-kit/,1,0,0,0,3,0,3,0,0
organic,/product/8860-cv2200-power-unit-single-motor-120v-5000-sq-ft/,1,1,0,1,5,1,5,0,0
organic,/product/8900-hs-bare-floor-e-class-kit-30-hose-with-hose-sock/,1,0,0,0,3,0,3,0,0
organic,/product/8m-hdmi-cable-hs-w-eth-gl-18g-s7-dpl-cert/,1,0,0,0,2,0,2,0,0
organic,/product/9895w-dirt-devil-electravalve-white/,1,0,0,0,3,0,3,0,0
organic,/product/9962-dirt-devil-flex-connect-installation-kit/,3,0,0,0,2.333333333,0,7,0,0
organic,/product/a-1-vssl/,1,1,0,1,4,1,4,0,0
organic,/product/a-bus-1-source-4-zones-audio-kit/,1,0,0,0,3,0,3,0,0
organic,/product/a-bus-single-source-distribution-module/,1,0,0,0,3,0,3,0,0
organic,/product/a1250/,1,0,0,0,3,0,3,0,0
organic,/product/aa100phd/,1,1,0,1,4,1,4,0,0
organic,/product/aa200phd-mixer-amplifier-200-watt/,1,0,0,0,3,0,3,0,0
organic,/product/adc-11804r-18-4-stranded-security-cable-1000-ft/,1,0,0,0,3,0,3,0,0
organic,/product/adc-11806rsd-500-18-6-stranded-shielded-cmr-500-ft-box/,1,0,0,0,3,0,3,0,0
organic,/product/adc-12202rsd-500-22-2c-str-cmr-shielded-500ft/,1,0,0,0,3,0,3,0,0
organic,/product/adc-12203rsd-500-22-3c-str-cmr-shielded-500-ft/,1,0,0,0,3,0,3,0,0
organic,/product/adc-12204rsd-22-4-stranded-shielded-pvc-1000-reel/,1,0,0,0,3,0,3,0,0
organic,/product/adc-12206rsd-22-6-shielded-gray-1000ft-reel/,1,1,0,1,4,1,4,0,0
organic,/product/adc-81602-16-awg-2c-riser-fire-alarm-cable/,1,0,0,0,3,0,3,0,0
organic,/product/adc-81806-18-6-fplr-security-cable-1000-ft-ul-adc/,1,0,0,0,3,0,3,0,0
organic,/product/adc-911602/,1,0,0,0,3,0,3,0,0
organic,/product/adc-911802sd-18-2c-str-cmp-shielded/,1,0,0,0,3,0,3,0,0
organic,/product/adc-912206sd-500-22-awg-6c-shielded-plenum-500-ft/,1,0,0,0,3,0,3,0,0
organic,/product/adc-981802-18-awg-2c-plenum-fire-alarm-cable-red-1000ft/,1,0,0,0,3,0,3,0,0
organic,/product/adc-ant-lte-d/,1,0,0,0,3,0,3,0,0
organic,/product/adc-ant-lte-p/,1,0,3,0,4,0,4,0,0
organic,/product/adc-bos-1123-nt/,1,0,0,0,3,0,3,0,0
organic,/product/adc-epb-bc2-1-ge/,1,0,0,0,3,0,3,0,0
organic,/product/adc-int-2ft-c/,3,0,0,0,2.333333333,0,7,0,0
organic,/product/adc-is-300-lp/,1,0,0,0,3,0,3,0,0
organic,/product/adc-sem210-vt-vz/,1,1,0,1,4,1,4,0,0
organic,/product/adc-v522-ir/,1,0,0,0,3,0,3,0,0
organic,/product/adc-vc825/,1,0,0,0,3,0,3,0,0
organic,/product/adc-vdb102/,1,1,0,1,4,1,4,0,0
organic,/product/adc-w110/,1,0,0,0,3,0,3,0,0
organic,/product/al11509c-11-inch-natural-plenum-rated-cable-ties/,1,0,0,0,3,0,3,0,0
organic,/product/alligator-all-purpose-anchors-13104/,1,0,0,0,3,0,3,0,0
organic,/product/alligator-all-purpose-anchors-13105/,1,0,0,0,3,0,3,0,0
organic,/product/ap-5-sleeve-black-for-ipad-air/,1,0,0,0,3,0,3,0,0
organic,/product/apollo-awm407-859776005111/,1,1,0,1,4,1,4,0,0
organic,/product/apollo-dc5046-859776005081/,1,0,0,0,3,0,3,0,0
organic,/product/are100hw2-e24/,1,0,0,0,3,0,3,0,0
organic,/product/arlington-lvn1-nail-on-low-voltage-mounting-bracket/,1,1,0,1,6,1,6,0,0
organic,/product/arlington-recessed-double-gang-tv-box-with-angled-openings/,1,0,0,0,3,0,3,0,0
organic,/product/arlington-reversible-cable-entrance-hood-for-decora-style-plates/,1,0,0,0,3,0,3,0,0
organic,/product/arlington-single-gang-recessed-electrical-box/,1,0,0,0,3,0,3,0,0
organic,/product/as-cm3260-ceiling-mount/,1,1,3,1,5,1,5,0,0
organic,/product/atrium-garden-system/,1,0,0,0,3,0,3,0,0
organic,/product/avr-4m216-4tb/,1,0,0,0,3,0,3,0,0
organic,/product/avr-series-550va-ultra-compact-line-interactive-120v-ups-with-usb-port/,1,0,0,0,2,0,2,0,0
organic,/product/ax-mini4/,1,0,0,0,3,0,3,0,0
organic,/product/ax-r1d/,1,0,0,0,3,0,3,0,0
organic,/product/basic-temp-controller-on-off-only-tc-bsc-80/,1,0,0,0,3,0,3,0,0
organic,/product/bcs65fl-r70vt-pair-2/,1,0,0,0,3,0,3,0,0
organic,/product/benq-lh770-corporate-laser-projector-with-5000lm/,1,0,0,0,3,0,3,0,0
organic,/product/blank-wall-plate-white-midi-size/,1,0,0,0,3,0,3,0,0
organic,/product/bm1wmww1-wall-mount-for-sonos-beam-white/,1,0,0,0,3,0,3,0,0
organic,/product/bp9060-tower/,1,0,0,0,3,0,3,0,0
organic,/product/bullet-gray-uni-mount-varifocal-4in1-1080p/,1,0,0,0,3,0,3,0,0
organic,/product/c6-c6-st-bracket/,1,0,0,0,3,0,3,0,0
organic,/product/c6-ht-bracket/,1,0,0,0,3,0,3,0,0
organic,/product/c8-c8-aw-bracket/,1,0,0,0,3,0,3,0,0
organic,/product/cable-dolly-wire-cart/,1,0,0,0,3,0,3,0,0
organic,/product/cable-tray-kit-48-of-rods-wisp-head-in-carry-case/,1,0,0,0,3,0,3,0,0
organic,/product/cat5e-24-port-patch-panel-npp-5024/,1,0,0,0,3,0,3,0,0
organic,/product/cat5e-350mhz-ul-etl-listed-1000-feet-blue/,1,1,25,1,12,1,12,0,0
organic,/product/cat5e-350mhz-ul-etl-listed-1000-feet-orange/,2,1,0,1,3,0.5,6,0,0
organic,/product/cat5e-350mhz-ul-etl-listed-1000-feet-white/,1,0,0,0,3,0,3,0,0
organic,/product/cat5e-db/,1,0,0,0,3,0,3,0,0
organic,/product/cctv-siamese-rg-59-and-18-2-power/,1,0,0,0,3,0,3,0,0
organic,/product/circle-2-accessory-rechargeable-battery/,1,0,0,0,3,0,3,0,0
organic,/product/circle-2-accessory-window-mount/,1,0,0,0,3,0,3,0,0
organic,/product/coax-clarifier-tca004/,1,0,0,0,3,0,3,0,0
organic,/product/cod601stt-b-vanguard-6-1-2-stereo-in-one-outdoor-weatherproof-speaker-in-black/,1,0,0,0,3,0,3,0,0
organic,/product/connect-3g-directional/,1,0,0,0,3,0,3,0,0
organic,/product/connect-rv-65/,1,0,0,0,3,0,3,0,0
organic,/product/cp-cc-4fn-component-cooling-system/,1,0,0,0,3,0,3,0,0
organic,/product/cp-cc-fl-component-cooling-system/,1,0,0,0,3,0,3,0,0
organic,/product/cp400-power-amp/,1,0,0,0,3,0,3,0,0
organic,/product/crimson-a34-articulating-mount-for-13-to-34-flat-panel-screens-black/,1,0,0,0,3,0,3,0,0
organic,/product/crimson-t55a-universal-tilting-wall-mount-with-post-installation-leveling-for-32-to-55-flat-panel-screens/,1,0,0,0,3,0,3,0,0
organic,/product/crown-cdi-1000/,1,1,0,1,10,1,10,0,0
organic,/product/cs-n375/,1,0,0,0,3,0,3,0,0
organic,/product/cs654dbfl/,1,0,0,0,3,0,3,0,0
organic,/product/cse-200/,1,1,0,1,5,1,5,0,0
organic,/product/csw-100/,1,0,0,0,3,0,3,0,0
organic,/product/current-audio-ax-kpd/,1,0,0,0,3,0,3,0,0
organic,/product/curve235-250a4k/,1,1,0,1,6,1,6,0,0
organic,/product/cync-smart-bulb-full-color-par38-flood-case-4x2pk/,1,0,0,0,3,0,3,0,0
organic,/product/cync-wire-free-smart-motion-sensor-case-3x1pk/,1,0,0,0,3,0,3,0,0
organic,/product/da12050-vanguard-multi-channel-amplifier-12-channels-x-50-watts/,1,0,0,0,3,0,3,0,0
organic,/product/dcd-1600ne/,1,0,0,0,3,0,3,0,0
organic,/product/di-6-5lcr/,1,0,0,0,3,0,3,0,0
organic,/product/diacora-keystone-insert-plate-4-port/,1,1,0,1,11,1,11,0,0
organic,/product/dm-dos-down-and-out-swivel/,1,0,0,0,2,0,2,0,0
organic,/product/double-outlet-power-relocation-kit/,1,0,0,0,3,0,3,0,0
organic,/product/down-and-out-recess/,2,1,0,1,4,0.5,8,0,0
organic,/product/dpa804-multi-channel-amp/,1,0,0,0,3,0,3,0,0
organic,/product/drive-3g-m/,1,0,0,0,3,0,3,0,0
organic,/product/dst-800/,1,0,0,0,3,0,3,0,0
organic,/product/dsw-pro-500-grille/,1,0,0,0,3,0,3,0,0
organic,/product/dynamo-400/,1,1,0,1,5,1,5,0,0
organic,/product/dynamo-800x/,1,1,0,1,4,1,4,0,0
organic,/product/edid-all-in-one-repair-device/,1,0,0,0,3,0,3,0,0
organic,/product/ef110h-pst/,1,0,0,0,3,0,3,0,0
organic,/product/efx/,1,1,0,1,3,1,3,0,0
organic,/product/electromotion-esl-x-gloss-black/,1,0,0,0,3,0,3,0,0
organic,/product/electromotion-r/,1,0,0,0,3,0,3,0,0
organic,/product/emx100uwh2/,1,1,0,1,4,1,4,0,0
organic,/product/en5t-vanguard-dynamics-8-ohm-70v-indoor-outdoor-satellite-speaker/,1,0,0,0,3,0,3,0,0
organic,/product/en6t-vanguard-pendant-landscape-or-surface-mount-6-5-speaker-8ohm-or-70-100v-b/,1,0,0,0,3,0,3,0,0
organic,/product/essex-blank-panels-1-ru-2-pack/,1,0,0,0,3,0,3,0,0
organic,/product/essex-rackmount-power-9-outlet/,1,0,0,0,3,0,3,0,0
organic,/product/essex-thermostatic-fan-control/,1,0,0,0,3,0,3,0,0
organic,/product/essex-vent-panels-1-ru-2-pack/,1,0,0,0,3,0,3,0,0
organic,/product/evex4k70/,1,0,0,0,2,0,2,0,0
organic,/product/evmx4k42/,1,0,0,0,3,0,3,0,0
organic,/product/evolution-custom-hdmia%C2%A8-poe-extender-over-cat5e-cat6-cable,1,0,0,0,3,0,3,0,0
organic,/product/evolution-custom-hdmia%C2%A8-poe-extender-over-cat5e-cat6-cable/,1,0,0,0,3,0,3,0,0
organic,/product/evolution-hdbaset%C2%89a%C2%A2-4in4-matrix-selector-switch-230ft-70m/,1,0,0,0,3,0,3,0,0
organic,/product/evolution-hdbaset%C2%89a%C2%A2-extender/,1,0,0,0,3,0,3,0,0
organic,/product/evolution-hdbaset%c2%89a%c2%a2-16in16-matrix-selector-switch/,1,0,0,0,3,0,3,0,0
organic,/product/evolution-hdmia%C2%A8-over-single-cat5e-cat6-cable-wall-plate-extender-with-poe/,1,0,3,0,4,0,4,0,0
organic,/product/evolution-hdmia%C2%A8-over-single-coax-extender/,1,0,0,0,3,0,3,0,0
organic,/product/evolution-premium-4k-hdmia%C2%A8-1in2-splitter/,1,0,0,0,3,0,3,0,0
organic,/product/fino-fsa64-articulating-mount-30-to-60/,1,0,0,0,3,0,3,0,0
organic,/product/fire-caulk-fire-seal-136-10-3-oz-caulk-tube/,1,1,0,1,4,1,4,0,0
organic,/product/flex-fish-flexible-fish/,1,0,0,0,3,0,3,0,0
organic,/product/floodlight-cam-white/,1,0,0,0,3,0,3,0,0
organic,/product/fr1200-id/,1,0,0,0,3,0,3,0,0
organic,/product/front-door-intercom-ad-iu-series/,1,0,0,0,3,0,3,0,0
organic,/product/full-motion-700x500-vesa-150-lbs/,1,0,0,0,3,0,3,0,0
organic,/product/furrion-55-smart-outdoor-tv-full-sun-1000-nits/,2,0,0,0,2.5,0,5,0,0
organic,/product/furrion-65-smart-outdoor-tv-full-sun-1000-nits-2-year-limited-warranty/,1,1,0,1,8,1,8,0,0
organic,/product/g-st-grille/,1,0,0,0,3,0,3,0,0
organic,/product/hd2%E2%80%90td20a/,1,0,0,0,3,0,3,0,0
organic,/product/hdbaset-2-0-hdmi-extender-70m,1,0,0,0,3,0,3,0,0
organic,/product/hdmi-af-to-hdmim-rt-angle-adpt/,1,0,0,0,3,0,3,0,0
organic,/product/heos1-go-pack/,1,0,0,0,3,0,3,0,0
organic,/product/hid-prox-card-thin/,1,0,0,0,3,0,3,0,0
organic,/product/hrs12/,2,2,48,2,7.5,1,15,0,0
organic,/product/hs302192-rf-handle-only/,1,0,0,0,3,0,3,0,0
organic,/product/ic3-aw/,1,0,0,0,3,0,3,0,0
organic,/product/ic8-b/,1,0,0,0,3,0,3,0,0
organic,/product/icr-300h4/,1,0,0,0,3,0,3,0,0
organic,/product/ih-s1030/,1,0,0,0,3,0,3,0,0
organic,/product/ipb%E2%80%9094a-3mp-2-8mm/,1,0,0,0,3,0,3,0,0
organic,/product/ipd%E2%80%9092a-3mp-motorized-varifocal/,1,0,0,0,3,0,3,0,0
organic,/product/iport-charge-case-and-stand-for-ipad-air/,1,0,0,0,3,0,3,0,0
organic,/product/ir-bar-receiver-us/,1,0,0,0,3,0,3,0,0
organic,/product/ir-hub-6-vanguard-ir-hub-6-connecting-block-1-ir-receiver-4-x-single-emitters/,1,0,0,0,3,0,3,0,0
organic,/product/iw6/,1,0,0,0,3,0,3,0,0
organic,/product/jhk-12-bw2/,2,0,0,0,2.5,0,5,0,0
organic,/product/jhk-64-bw2/,1,0,0,0,2,0,2,0,0
organic,/product/kd-4x4csa/,1,0,0,0,3,0,3,0,0
organic,/product/kd-hdfix22/,1,0,0,0,3,0,3,0,0
organic,/product/kd-mlv4x4pro/,1,0,0,0,3,0,3,0,0
organic,/product/kd-x422wp/,1,0,0,0,3,0,3,0,0
organic,/product/keystone-ins-cat6-shld-sl-5pk/,1,1,118,1,22,1,22,0,0
organic,/product/large-venue-laser-projector-with-10000lm-wuxga-lu9915/,2,0,0,0,2.5,0,5,0,0
organic,/product/launchport-ap-3-sleeve-white/,1,0,0,0,3,0,3,0,0
organic,/product/launchport-ap3-sleeve-black/,1,0,0,0,3,0,3,0,0
organic,/product/lb-2a-4pk-l-shape2-inchoffset-lace4pk/,1,0,0,0,3,0,3,0,0
organic,/product/led-dimmer-with-ir-control/,1,1,21,1,21,1,21,0,0
organic,/product/lk970-installation-laser-projector-with-5000lm/,1,0,0,0,3,0,3,0,0
organic,/product/lp-wallstation-black/,1,1,0,1,4,1,4,0,0
organic,/product/lutron-grafik-t-companion-dimmer-for-radiora-2/,1,0,0,0,3,0,3,0,0
organic,/product/lutron-hvac-temperature-control-package-with-celsius-seetemp-white/,1,0,0,0,3,0,3,0,0
organic,/product/lutron-l-ped3-bl-pico-triple-tabletop-pedestal-white/,1,0,0,0,3,0,3,0,0
organic,/product/lutron-ra2-4s-wall-keypad/,1,0,0,0,3,0,3,0,0
organic,/product/lutron-ra2-5brlir-wall-keypad/,1,1,0,1,6,1,6,0,0
organic,/product/lutron-ra2-8amp-neutral-switch/,1,0,0,0,3,0,3,0,0
organic,/product/lutron-ra2-cl-2-zone-wall-dimmer-simple-setup-package-white/,1,0,0,0,3,0,3,0,0
organic,/product/lutron-ra2-hybrid-5brl-wall-keypad/,1,0,0,0,3,0,3,0,0
organic,/product/lutron-ra2-maestro-c-l-dimmer/,1,0,0,0,3,0,3,0,0
organic,/product/lutron-ra2-main-repeater-white/,1,0,0,0,3,0,3,0,0
organic,/product/lutron-ra2-seetemp-control-celsius/,1,0,0,0,3,0,3,0,0
organic,/product/m3b-1080p-coax-rf-rx-pro/,1,0,0,0,3,0,3,0,0
organic,/product/m3b-1080p-coax-rf-rx/,1,1,0,1,4,1,4,0,0
organic,/product/mb700-id/,1,0,0,0,3,0,3,0,0
organic,/product/mc80/,1,0,0,0,3,0,3,0,0
organic,/product/mezz-8-surr-pcb/,1,0,0,0,3,0,3,0,0
organic,/product/mifare-card/,1,1,0,1,4,1,4,0,0
organic,/product/mk-10-epic-mesh-kit/,1,0,0,0,3,0,3,0,0
organic,/product/ml-45aw-white/,1,1,0,1,12,1,12,0,0
organic,/product/ml-75aw-black/,1,0,0,0,2,0,2,0,0
organic,/product/ml-75aw-white/,1,0,0,0,3,0,3,0,0
organic,/product/motion-35xti-matte-white/,1,0,0,0,3,0,3,0,0
organic,/product/motion-5-1-home-theater-speaker-system/,1,0,0,0,3,0,3,0,0
organic,/product/motion-50xti/,1,0,0,0,3,0,3,0,0
organic,/product/motion-60xti-matte-white/,1,1,0,1,4,1,4,0,0
organic,/product/motion-60xti-red-walnut/,1,1,0,1,4,1,4,0,0
organic,/product/motion-slm-x3/,1,0,0,0,2,0,2,0,0
organic,/product/mrs-4-r-00/,1,0,0,0,3,0,3,0,0
organic,/product/ms-c8172-fipa/,1,0,0,0,3,0,3,0,0
organic,/product/ms-c8267-x5pa/,1,0,0,0,3,0,3,0,0
organic,/product/ms-c9674-pa/,1,0,0,0,3,0,3,0,0
organic,/product/ms-n7048-uph/,1,0,0,0,3,0,3,0,0
organic,/product/nfc-42-tdg-audio-4-no-flange-ceiling-with-aluminum-trueform-woofer/,1,1,0,1,5,1,5,0,0
organic,/product/nfc-61stt-6-5-in-ceiling-stereo-speaker/,1,0,0,0,3,0,3,0,0
organic,/product/nfc-81-8%E2%80%B3-in-ceiling-speaker/,1,0,0,0,3,0,3,0,0
organic,/product/nfc-82m-tdg-audio-8-no-flange-ceiling-2-way-marine-ip-66-rated/,1,0,0,0,3,0,3,0,0
organic,/product/nflcr51-nflcr-51-dual-5-in-wall-lcr-speaker/,1,0,0,0,3,0,3,0,0
organic,/product/nv-ap26ow-pair/,1,0,0,0,3,0,3,0,0
organic,/product/nv-p400-na-streaming-speaker/,1,0,0,0,3,0,3,0,0
organic,/product/nv-p500-na-streaming-sound-bar/,1,0,0,0,3,0,3,0,0
organic,/product/nvp10wh/,1,0,0,0,3,0,3,0,0
organic,/product/oneslus1blk-sonos-one-sl-black/,1,0,0,0,3,0,3,0,0
organic,/product/or6g/,1,0,0,0,3,0,3,0,0
organic,/product/outdoor-living-sat-40/,1,1,0,1,5,1,5,0,0
organic,/product/outdrww1-sonos-architectural-outdoor-speaker-pair/,1,0,0,0,3,0,3,0,0
organic,/product/p-bdg-pkg1w/,1,1,242,1,13,1,13,0,0
organic,/product/p-bdgpro-pkg1w/,1,0,0,0,2,0,2,0,0
organic,/product/p-lcrdm-mk2/,2,0,0,0,2.5,0,5,0,0
organic,/product/pa2x150/,1,1,0,1,6,1,6,0,0
organic,/product/pa2x25/,1,1,0,1,4,1,4,0,0
organic,/product/panther%E2%80%9008e%E2%80%90tri/,1,0,0,0,3,0,3,0,0
organic,/product/panther%E2%80%9008hp%E2%80%90tri/,1,0,0,0,3,0,3,0,0
organic,/product/panther%E2%80%9032%E2%80%90tri/,1,1,0,1,5,1,5,0,0
organic,/product/pantherview08%E2%80%90720%E2%80%904d4b%E2%80%90kit/,2,0,0,0,2.5,0,5,0,0
organic,/product/pas42603/,1,1,0,1,5,1,5,0,0
organic,/product/pas42830/,1,0,0,0,3,0,3,0,0
organic,/product/pb-lc265i/,1,0,0,0,3,0,3,0,0
organic,/product/pcbc-8-vanguard-pre-construction-brackets-for-8-in-ceiling-speakers-5-pack,1,0,0,0,3,0,3,0,0
organic,/product/pcbw-6-vanguard-pre-construction-brackets-for-6-%c2%bd-in-wall-speakers-5-pack/,1,0,0,0,2,0,2,0,0
organic,/product/pd-10nxd-iv/,1,0,0,0,3,0,3,0,0
organic,/product/pd-5ws-dv-wh/,1,1,0,1,5,1,5,0,0
organic,/product/peregrine-a4k-2/,1,0,0,0,3,0,3,0,0
organic,/product/peregrine-a4k/,2,0,0,0,2.5,0,5,0,0
organic,/product/peregrine-isf-efinity/,1,0,0,0,3,0,3,0,0
organic,/product/periscape-6/,1,1,0,1,8,1,8,0,0
organic,/product/pesv-8w/,1,0,0,0,3,0,3,0,0
organic,/product/phoenixview04b%e2%80%9004ip94/,1,0,0,0,3,0,3,0,0
organic,/product/pj2-3brl-gwh-a02/,1,0,0,0,2,0,2,0,0
organic,/product/pmt135uh-pst-e6/,2,0,0,0,2.5,0,5,0,0
organic,/product/polar-star-series-ambient-light-rejecting/,1,0,0,0,3,0,3,0,0
organic,/product/powerg-wireless-carbon-monoxide-co-detector-pg9933/,1,0,0,0,3,0,3,0,0
organic,/product/powerg-wireless-commercial-magnetic-contact-with-auxiliary-input-pg9309/,1,1,0,1,8,1,8,0,0
organic,/product/powerg-wireless-door-window-vanishing-magnetic-contact-pg9303/,1,0,0,0,3,0,3,0,0
organic,/product/powerg-wireless-flood-detector-pg9985/,1,0,0,0,3,0,3,0,0
organic,/product/powermax-pro-2/,1,1,0,1,4,1,4,0,0
organic,/product/pro-ire-1/,1,0,0,0,3,0,3,0,0
organic,/product/procell-pc2032-lithium-coin-2032/,1,1,26,1,12,1,12,0,0
organic,/product/professional-audio-video-isobar-power-conditioning-center/,1,0,0,0,3,0,3,0,0
organic,/product/promounts-sftl-ultra-slim-tilt-mount-large/,1,1,0,1,5,1,5,0,0
organic,/product/prosub-1000/,1,0,0,0,3,0,3,0,0
organic,/product/psc120ht2-e12/,1,0,0,0,3,0,3,0,0
organic,/product/qar-series-rack-21-ru-20d/,1,0,0,0,3,0,3,0,0
organic,/product/qar-series-rack-27-ru-24d/,1,0,0,0,3,0,3,0,0
organic,/product/qr0020-840/,1,0,0,0,3,0,3,0,0
organic,/product/qs-1311-p01/,1,0,0,0,3,0,3,0,0
organic,/product/qs1135-840/,1,0,0,0,3,0,3,0,0
organic,/product/qs7134-840/,2,0,0,0,2.5,0,5,0,0
organic,/product/quest-12-port-cat-5e-mini-patch-panel/,1,0,0,0,3,0,3,0,0
organic,/product/quest-fe7419-45-02-server-rack-cabinet/,1,0,0,0,3,0,3,0,0
organic,/product/quest-manufacturing-19-inch-horizontal-cable-manager-single-sided-duct-50-cable-capacity-1-inchw-x-3-inchd-1u-black-hf19-01-050/,1,0,0,0,3,0,3,0,0
organic,/product/quest-manufacturing-19-inch-horizontal-cable-manager-single-sided-rings-50-cable-capacity-2-inchw-x-4-inchd-1u-black-hc19-01-050/,1,0,0,0,3,0,3,0,0
organic,/product/quest-manufacturing-23-inch-2-post-fixed-wall-mount-rack-21-inch-x-12-inch-13u-black-wr1922-13-02/,1,0,0,0,3,0,3,0,0
organic,/product/quest-manufacturing-4-inch-boxer-fan-110vac-60cfm-black-f04-6000/,1,0,0,0,3,0,3,0,0
organic,/product/quest-manufacturing-6ft-vertical-pdu-power-strip-with-amp-meter-30120vac-20a-outlets-15ft-power-cord-black-vps-3006m/,2,0,0,0,2.5,0,5,0,0
organic,/product/quest-manufacturing-adjustable-stabilizer-kit-for-2-post-racks-21-inch-30-inch-black-1-pair-rs-01-26/,1,0,0,0,3,0,3,0,0
organic,/product/quest-manufacturing-d-ring-cable-manager-small-flexible-nylon-25-cable-capacity-2-inchw-x-3-inchd-1u-black-10-pack-vd-00-025/,1,0,0,0,3,0,3,0,0
organic,/product/quest-manufacturing-fixed-2-piece-dual-sided-non-vented-shelf-19-inchw-x-25-inchd-2u-black-es0919-0225/,1,0,0,0,3,0,3,0,0
organic,/product/quest-manufacturing-fixed-single-sided-vented-shelf-19-inchw-x-15-inchd-3u-black-es0219-0315/,1,0,0,0,3,0,3,0,0
organic,/product/quest-manufacturing-fixed-single-sided-vented-shelf-19w-inch-x-12d-inch-2u-black-es0219-0212/,1,0,0,0,3,0,3,0,0
organic,/product/quest-manufacturing-lightweight-slide-out-vented-shelf-19-inchw-x-14-inchd-1u-black-es0419-0114/,1,0,0,0,3,0,3,0,0
organic,/product/quest-manufacturing-single-sided-heavy-duty-slide-out-vented-shelf-19-inchw-x-26-inchd-1u-black-es0119-0123/,1,0,0,0,3,0,3,0,0
organic,/product/r-150t-350-box-1-50-riser-conduit/,2,0,0,0,2.5,0,5,0,0
organic,/product/range-extend-antenna-for-wireless-nvr/,1,0,0,0,3,0,3,0,0
organic,/product/rb-yrd540-wv-0bp/,1,0,0,0,3,0,3,0,0
organic,/product/rcs-series-rcs-1824/,1,0,0,0,3,0,3,0,0
organic,/product/rcs-series-rcs-2724/,1,0,0,0,3,0,3,0,0
organic,/product/rcs-series-rcs-3524/,1,0,0,0,3,0,3,0,0
organic,/product/rcs-series-rcs-4224/,1,0,0,0,3,0,3,0,0
organic,/product/recessed-lo-volt-cbl-plate-rec/,1,0,0,0,3,0,3,0,0
organic,/product/rg6-f-compression-connector-50-pack/,1,0,0,0,3,0,3,0,0
organic,/product/ring-doorbell-v2/,1,0,0,0,3,0,3,0,0
organic,/product/ring-panic-button/,1,0,0,0,3,0,3,0,0
organic,/product/ring-smoke-co-listener-2-pack/,1,0,0,0,3,0,3,0,0
organic,/product/rmr1713/,1,1,0,1,5,1,5,0,0
organic,/product/rmr3313/,1,0,0,0,3,0,3,0,0
organic,/product/roam1us1blk/,1,0,0,0,3,0,3,0,0
organic,/product/rocquette-s-t/,1,1,0,1,4,1,4,0,0
organic,/product/roku-streaming-stick/,1,0,0,0,2,0,2,0,0
organic,/product/roku-ultra/,1,0,0,0,3,0,3,0,0
organic,/product/rough-in-bracket/,1,0,0,0,3,0,3,0,0
organic,/product/rr-sel-rep2-bl/,1,1,2,1,4,1,4,0,0
organic,/product/rrst-8ans-wh-radiora3-sunnata-rf-switch-white/,1,0,0,0,3,0,3,0,0
organic,/product/rvc100-vanguard-rotary-auto-former-100-watt-volume-control/,1,0,0,0,3,0,3,0,0
organic,/product/rvd-corner-kit-white/,1,0,0,0,3,0,3,0,0
organic,/product/rvd2-solar-charger/,1,0,0,0,3,0,3,0,0
organic,/product/se-accoustic-a4k/,1,0,0,0,3,0,3,0,0
organic,/product/seura-ultra-bright-55-inch-weatherproof-4k-ultra-hd-outdoor-tv/,2,0,0,0,3.5,0,7,0,0
organic,/product/simply45-strip-bl/,1,0,0,0,3,0,3,0,0
organic,/product/skybar-lcr-tdg-audio-skybar-in-ceiling-wall-lcr-soundbar-3-or-1-channel/,2,0,0,0,2.5,0,5,0,0
organic,/product/slim-5-series-rack-37-ru-20d-configured/,2,0,0,0,2.5,0,5,0,0
organic,/product/sm82-ez-wh/,2,1,10.5,1,3.5,0.5,7,0,0
organic,/product/snaptoggle-304-stainless-steel-toggle-bolts-21022/,1,0,0,0,3,0,3,0,0
organic,/product/snaptoggle-zinc-plated-steel-toggle-bolts-rohs-compliant-21017/,1,0,0,0,3,0,3,0,0
